DATENUM,DATE,SYMBOL,NAME,SECTOR,CMP,VALUATION,FAIRRANGE,PE,SECTORPE,MARKETCAP,MKCAPTYPE,TREND,FUNDAMENTAL,MOMENTUM,DERATIO,PRICETOSALES,PLEDGE,QBS,QBS%,AGS,AGS%,VALUATION_DCF,VALUATION_GRAHAM,VALUATION_EARNING,VALUATION_BOOKVALUE,VALUATION_SALES
20250112,12-Jan-2025,RAJMET,Rajnandini Metal Limited,Capital Goods,8.05,Overvalued,0-0,131.70,0,223,Micro Cap,Sell Trend,Moderate Financials,Weak Momentum,1.77,0.18,0.00,4(10),40%,4(10),40%,0,0,0,0,0
20250112,12-Jan-2025,RAJRATAN,Rajratan Global Wire Limited,Automobile and Auto Components,499.45,Overvalued,0-0,34.15,0,2534,Micro Cap,Sell Trend,Good Financials,Weak Momentum,0.39,2.70,0.00,6(10),60%,1(10),10%,0,0,0,0,0
20250112,12-Jan-2025,RAJRILTD,Raj Rayon Industries Limited,Textiles,21.47,Fairly Valued,0-0,0.00,0,1182,Micro Cap,Sell Trend,Poor Financials,Weak Momentum,1.63,1.43,0.00,0(10),0%,2(8),25%,0,0,0,0,0
20250112,12-Jan-2025,RAJSREESUG,Rajshree Sugars & Chemicals Limited,Fast Moving Consumer Goods,51.39,Overvalued,0-0,36.12,0,170,Micro Cap,Sell Trend,Poor Financials,Good Momentum,1.48,0.24,100.00,2(10),20%,5(10),50%,0,0,0,0,0
20250112,12-Jan-2025,RAJTV,Raj Television Network Limited,"Media, Entertainment & Publication",80.6,Fairly Valued,0-0,0.00,0,418,Micro Cap,Buy Trend,Good Financials,Strong Momentum,0.23,3.57,0.00,7(10),70%,7(10),70%,0,0,0,0,0
20250112,12-Jan-2025,RALLIS,Rallis India Limited,Chemicals,289.3,Fairly Valued,0-0,37.70,0,5617,Small Cap,Sell Trend,Good Financials,Weak Momentum,0.00,2.05,0.00,7(10),70%,4(10),40%,0,0,0,0,0
20250112,12-Jan-2025,RAMANEWS,Shree Rama Newsprint Limited,Forest Materials,17.2,Overvalued,0-0,0.00,0,253,Micro Cap,Sell Trend,Poor Financials,Weak Momentum,3.95,5.43,0.00,2(10),20%,3(10),30%,0,0,0,0,0
20250112,12-Jan-2025,RAMAPHO,Rama Phosphates Limited,Chemicals,217.17,Overvalued,0-0,0.00,0,384,Micro Cap,Buy Trend,Moderate Financials,Weak Momentum,0.52,0.58,13.33,4(10),40%,3(9),33%,0,0,0,0,0
20250112,12-Jan-2025,RAMASTEEL,Rama Steel Tubes Limited,Capital Goods,11.67,Overvalued,0-0,67.93,0,1814,Micro Cap,Sell Trend,Moderate Financials,Strong Momentum,0.43,1.80,0.00,4(10),40%,6(10),60%,0,0,0,0,0
20250112,12-Jan-2025,RAMCOCEM,The Ramco Cements Limited,Construction Materials,916.25,Overvalued,0-0,78.48,0,21690,Small Cap,Sell Trend,Poor Financials,Good Momentum,0.68,2.43,22.17,2(10),20%,5(10),50%,0,0,0,0,0
20250112,12-Jan-2025,RAMCOIND,Ramco Industries Limited,Construction Materials,257.8,Fairly Valued,0-0,17.74,0,2243,Micro Cap,Sell Trend,Moderate Financials,Weak Momentum,0.06,1.41,5.60,4(10),40%,4(10),40%,0,0,0,0,0
20250112,12-Jan-2025,RAMCOSYS,Ramco Systems Limited,Information Technology,395.35,Overvalued,0-0,0.00,0,1474,Micro Cap,Sell Trend,Poor Financials,Good Momentum,0.00,2.74,0.00,1(10),10%,5(10),50%,0,0,0,0,0
20250112,12-Jan-2025,RAMKY,Ramky Infrastructure Limited,Construction,610.85,Fairly Valued,0-0,17.67,0,4234,Micro Cap,Sell Trend,Good Financials,Strong Momentum,0.49,2.00,25.70,7(10),70%,6(10),60%,0,0,0,0,0
20250112,12-Jan-2025,RAMRAT,Ram Ratna Wires Limited,Capital Goods,532.8,Fairly Valued,0-0,39.57,0,2365,Micro Cap,Sell Trend,Great Financials,Strong Momentum,0.56,0.71,0.00,9(10),90%,6(9),67%,0,0,0,0,0
20250112,12-Jan-2025,RANASUG,Rana Sugars Limited,Fast Moving Consumer Goods,17.1,Overvalued,0-0,18.36,0,263,Micro Cap,Sell Trend,Poor Financials,Weak Momentum,0.75,0.16,0.00,0(10),0%,3(10),30%,0,0,0,0,0
20250112,12-Jan-2025,RANEENGINE,Rane Engine Valve Limited,Automobile and Auto Components,386.65,Undervalued,0-0,17.07,0,279,Micro Cap,Sell Trend,Moderate Financials,Strong Momentum,1.01,0.49,0.00,4(10),40%,6(10),60%,0,0,0,0,0
20250112,12-Jan-2025,RANEHOLDIN,Rane Holdings Limited,Financial Services,1635.2,Overvalued,0-0,8.97,0,2342,Micro Cap,Sell Trend,Good Financials,Strong Momentum,0.00,0.68,0.00,6(10),60%,6(10),60%,0,0,0,0,0
20250112,12-Jan-2025,RATEGAIN,Rategain Travel Technologies Limited,Information Technology,699.8,Undervalued,0-0,43.83,0,8242,Small Cap,Sell Trend,Great Financials,Weak Momentum,0.00,7.89,0.00,8(10),80%,4(10),40%,0,0,0,0,0
20250112,12-Jan-2025,RATNAMANI,Ratnamani Metals & Tubes Limited,Capital Goods,3082.05,Overvalued,0-0,40.73,0,21609,Small Cap,Sell Trend,Good Financials,Strong Momentum,0.05,4.40,0.00,6(10),60%,7(10),70%,0,0,0,0,0
20250112,12-Jan-2025,RATNAVEER,Ratnaveer Precision Engineering Limited,Capital Goods,171.74,Undervalued,0-0,22.98,0,911,Micro Cap,Sell Trend,Good Financials,Strong Momentum,0.82,1.18,0.00,7(10),70%,3(4),75%,0,0,0,0,0
20250112,12-Jan-2025,RAYMOND,Raymond Limited,Textiles,1601.05,Undervalued,0-0,1.36,0,10652,Small Cap,Sell Trend,Great Financials,Strong Momentum,0.73,1.53,11.99,8(10),80%,6(10),60%,0,0,0,0,0
20250112,12-Jan-2025,RAYMONDLSL,Raymond Lifestyle Limited,Textiles,1919.65,Overvalued,0-0,80.52,0,11689,Small Cap,Sell Trend,Moderate Financials,New Listing,0.00,141.14,9.37,3(10),30%,New Listing),05 Sep 24,0,0,0,0,0
20250112,12-Jan-2025,RBA,Restaurant Brands Asia Limited,Consumer Services,76.26,Overvalued,0-0,0.00,0,3802,Micro Cap,Sell Trend,Poor Financials,Weak Momentum,0.28,1.53,0.00,2(10),20%,4(10),40%,0,0,0,0,0
20250112,12-Jan-2025,RBL,Rane Brake Lining Limited,Automobile and Auto Components,890.8,Undervalued,0-0,15.21,0,690,Micro Cap,Sell Trend,Good Financials,Good Momentum,0.00,1.01,0.00,6(10),60%,5(10),50%,0,0,0,0,0
20250112,12-Jan-2025,RBLBANK,RBL Bank Limited,Financial Services,154.21,Undervalued,0-0,7.87,0,9381,Small Cap,Sell Trend,Moderate Financials,Good Momentum,0.00,0.69,0.00,4(10),40%,5(10),50%,0,0,0,0,0
20250112,12-Jan-2025,RBZJEWEL,RBZ Jewellers Limited,Consumer Durables,209.71,Fairly Valued,0-0,31.43,0,837,Micro Cap,Buy Trend,Moderate Financials,New Listing,0.33,2.09,0.00,4(10),40%,New Listing),27 Dec 23,0,0,0,0,0
20250112,12-Jan-2025,RCF,Rashtriya Chemicals and Fertilizers Limited,Chemicals,168.09,Fairly Valued,0-0,47.33,0,9288,Small Cap,Sell Trend,Moderate Financials,Strong Momentum,0.71,0.53,0.00,4(10),40%,6(10),60%,0,0,0,0,0
20250112,12-Jan-2025,RECLTD,REC Limited,Financial Services,459.35,Undervalued,0-0,8.13,0,121036,Large Cap,Sell Trend,Great Financials,Strong Momentum,0.00,2.37,0.00,10(10),100%,7(10),70%,0,0,0,0,0
20250112,12-Jan-2025,REDINGTON,Redington Limited,Services,204.1,Fairly Valued,0-0,13.24,0,15952,Small Cap,Buy Trend,Good Financials,Good Momentum,0.37,0.17,0.00,6(10),60%,5(10),50%,0,0,0,0,0
20250112,12-Jan-2025,REDTAPE,Redtape Limited,Consumer Durables,752.85,Fairly Valued,0-0,66.04,0,10400,Small Cap,Sell Trend,Good Financials,Strong Momentum,0.25,5.25,0.00,7(10),70%,4(5),80%,0,0,0,0,0
20250112,12-Jan-2025,REFEX,Refex Industries Limited,Chemicals,482.95,Fairly Valued,0-0,55.44,0,6223,Small Cap,Sell Trend,Good Financials,Strong Momentum,0.25,3.51,15.81,7(10),70%,8(10),80%,0,0,0,0,0
20250112,12-Jan-2025,REGENCERAM,Regency Ceramics Limited,Consumer Durables,53.82,Fairly Valued,0-0,0.00,0,143,Micro Cap,Sell Trend,Poor Financials,Strong Momentum,-1.08,36.59,16.77,1(10),10%,7(9),78%,0,0,0,0,0
20250112,12-Jan-2025,RELAXO,Relaxo Footwears Limited,Consumer Durables,602.3,Overvalued,0-0,82.82,0,14995,Small Cap,Sell Trend,Moderate Financials,Weak Momentum,0.01,5.19,0.00,5(10),50%,1(10),10%,0,0,0,0,0
20250112,12-Jan-2025,RELCHEMQ,Reliance Chemotex Industries Limited,Textiles,205.96,Fairly Valued,0-0,61.06,0,155,Micro Cap,Sell Trend,Moderate Financials,Weak Momentum,2.09,0.42,0.00,4(10),40%,3(10),30%,0,0,0,0,0
20250112,12-Jan-2025,RELIABLE,Reliable Data Services Limited,Information Technology,68.81,Fairly Valued,0-0,14.59,0,71,Micro Cap,Sell Trend,Moderate Financials,New Listing,0.78,0.77,0.00,4(10),40%,New Listing),01 Aug 18,0,0,0,0,0
20250112,12-Jan-2025,RELIANCE,Reliance Industries Limited,"Oil, Gas & Consumable Fuels",1241.9,Overvalued,0-0,24.75,0,1681194,Large Cap,Sell Trend,Moderate Financials,Weak Momentum,0.41,1.79,0.00,3(10),30%,1(10),10%,0,0,0,0,0
20250112,12-Jan-2025,RELIGARE,Religare Enterprises Limited,Financial Services,283.3,Fairly Valued,0-0,43.67,0,9340,Small Cap,Buy Trend,Good Financials,Weak Momentum,0.00,13.96,0.00,7(10),70%,4(10),40%,0,0,0,0,0
20250112,12-Jan-2025,RELINFRA,Reliance Infrastructure Limited,Power,292.15,Fairly Valued,0-0,3.61,0,11573,Small Cap,Buy Trend,Moderate Financials,Strong Momentum,-0.67,0.49,0.00,4(10),40%,6(10),60%,0,0,0,0,0
20250112,12-Jan-2025,RELTD,Ravindra Energy Limited,Services,122.33,Overvalued,0-0,0.00,0,2204,Micro Cap,Sell Trend,Moderate Financials,New Listing,1.03,25.97,8.65,3(10),30%,New Listing),30 Jul 24,0,0,0,0,0
20250112,12-Jan-2025,REMSONSIND,Remsons Industries Limited,Automobile and Auto Components,132.39,Fairly Valued,0-0,32.13,0,462,Micro Cap,Sell Trend,Great Financials,Weak Momentum,0.54,1.40,0.00,8(10),80%,4(10),40%,0,0,0,0,0
20250112,12-Jan-2025,RENUKA,Shree Renuka Sugars Limited,Fast Moving Consumer Goods,37.12,Overvalued,0-0,0.00,0,7907,Small Cap,Sell Trend,Poor Financials,Weak Momentum,-2.36,0.65,0.00,1(10),10%,4(10),40%,0,0,0,0,0
20250112,12-Jan-2025,REPCOHOME,Repco Home Finance Limited,Financial Services,402.4,Undervalued,0-0,5.63,0,2507,Micro Cap,Sell Trend,Moderate Financials,Good Momentum,0.00,1.60,0.00,5(10),50%,5(10),50%,0,0,0,0,0
20250112,12-Jan-2025,REPL,Rudrabhishek Enterprises Limited,Construction,312.1,Overvalued,0-0,41.61,0,566,Micro Cap,Buy Trend,Moderate Financials,Good Momentum,0.08,5.56,0.00,4(10),40%,5(10),50%,0,0,0,0,0
20250112,12-Jan-2025,REPRO,Repro India Limited,"Media, Entertainment & Publication",536.2,Overvalued,0-0,274.71,0,766,Micro Cap,Sell Trend,Poor Financials,Weak Momentum,0.08,1.67,0.00,2(10),20%,3(10),30%,0,0,0,0,0
20250112,12-Jan-2025,RESPONIND,Responsive Industries Limited,Consumer Durables,251.27,Fairly Valued,0-0,35.62,0,6705,Small Cap,Sell Trend,Moderate Financials,Weak Momentum,0.18,5.47,1.94,5(10),50%,4(10),40%,0,0,0,0,0
20250112,12-Jan-2025,RETAIL,JHS Svendgaard Retail Ventures Limited,Consumer Services,39.23,Fairly Valued,0-0,104.67,0,27,Micro Cap,Sell Trend,Good Financials,New Listing,0.00,2.04,0.00,6(10),60%,New Listing),26 Jun 24,0,0,0,0,0
20250112,12-Jan-2025,RGL,Renaissance Global Limited,Consumer Durables,179.63,Overvalued,0-0,25.93,0,1929,Micro Cap,Buy Trend,Moderate Financials,Good Momentum,0.45,0.94,0.00,4(10),40%,5(10),50%,0,0,0,0,0
20250112,12-Jan-2025,RHFL,Reliance Home Finance Limited,Financial Services,3.36,Overvalued,0-0,9.66,0,169,Micro Cap,Sell Trend,Poor Financials,Weak Momentum,0.00,312.59,0.00,2(10),20%,3(10),30%,0,0,0,0,0
20250112,12-Jan-2025,RHIM,RHI MAGNESITA INDIA LIMITED,Capital Goods,493.35,Overvalued,0-0,0.00,0,10185,Small Cap,Sell Trend,Moderate Financials,Good Momentum,0.09,2.82,0.00,4(10),40%,5(10),50%,0,0,0,0,0
20250112,12-Jan-2025,RHL,Robust Hotels Limited,Consumer Services,258.95,Fairly Valued,0-0,58.54,0,481,Micro Cap,Buy Trend,Good Financials,Good Momentum,0.23,3.61,0.00,6(10),60%,3(6),50%,0,0,0,0,0
20250112,12-Jan-2025,RICOAUTO,Rico Auto Industries Limited,Automobile and Auto Components,86.23,Overvalued,0-0,31.02,0,1168,Micro Cap,Sell Trend,Moderate Financials,Strong Momentum,0.91,0.53,0.00,5(10),50%,6(10),60%,0,0,0,0,0
20250112,12-Jan-2025,RIIL,Reliance Industrial Infrastructure Limited,Services,1036.6,Overvalued,0-0,117.30,0,1565,Micro Cap,Sell Trend,Moderate Financials,Good Momentum,0.00,28.93,0.00,4(10),40%,5(10),50%,0,0,0,0,0
20250112,12-Jan-2025,RISHABH,Rishabh Instruments Limited,Capital Goods,316.6,Overvalued,0-0,67.89,0,1207,Micro Cap,Sell Trend,Good Financials,Weak Momentum,0.10,1.75,0.00,6(10),60%,0(4),0%,0,0,0,0,0
20250112,12-Jan-2025,RITCO,Ritco Logistics Limited,Services,381.15,Undervalued,0-0,29.25,0,1079,Micro Cap,Sell Trend,Good Financials,Strong Momentum,1.43,1.06,0.00,6(10),60%,7(10),70%,0,0,0,0,0
20250112,12-Jan-2025,RITES,RITES Limited,Construction,267.1,Overvalued,0-0,32.25,0,12842,Small Cap,Sell Trend,Moderate Financials,Good Momentum,0.00,5.46,0.00,4(10),40%,5(10),50%,0,0,0,0,0
20250112,12-Jan-2025,RKDL,Ravi Kumar Distilleries Limited,Fast Moving Consumer Goods,28.03,Overvalued,0-0,338.51,0,68,Micro Cap,Buy Trend,Poor Financials,Strong Momentum,0.95,1.09,0.00,2(10),20%,5(8),63%,0,0,0,0,0
20250112,12-Jan-2025,RKEC,RKEC Projects Limited,CONSTRUCTION,96.43,Undervalued,0-0,9.16,0,231,Micro Cap,Sell Trend,Good Financials,Strong Momentum,0.89,0.55,76.74,6(10),60%,6(10),60%,0,0,0,0,0
20250112,12-Jan-2025,RKFORGE,Ramkrishna Forgings Limited,Capital Goods,957.1,Undervalued,0-0,38.46,0,17361,Small Cap,Buy Trend,Great Financials,Strong Momentum,0.42,4.19,5.77,9(10),90%,8(10),80%,0,0,0,0,0
20250112,12-Jan-2025,RKSWAMY,R K Swamy Limited,"Media, Entertainment & Publication",249.35,Overvalued,0-0,36.33,0,1253,Micro Cap,Buy Trend,Good Financials,New Listing,0.00,3.86,0.00,6(10),60%,New Listing),12 Mar 24,0,0,0,0,0
20250112,12-Jan-2025,RML,Rane (Madras) Limited,Automobile and Auto Components,814.9,Overvalued,0-0,539.51,0,1322,Micro Cap,Sell Trend,Poor Financials,Strong Momentum,2.74,0.63,0.00,1(10),10%,7(10),70%,0,0,0,0,0
20250112,12-Jan-2025,ROHLTD,Royal Orchid Hotels Limited,Consumer Services,346.65,Overvalued,0-0,19.69,0,951,Micro Cap,Buy Trend,Great Financials,Weak Momentum,0.35,3.15,0.00,10(10),100%,4(10),40%,0,0,0,0,0
20250112,12-Jan-2025,ROLEXRINGS,Rolex Rings Limited,Automobile and Auto Components,1805.15,Overvalued,0-0,30.70,0,4906,Micro Cap,Sell Trend,Great Financials,Strong Momentum,0.02,4.09,0.00,8(10),80%,6(10),60%,0,0,0,0,0
20250112,12-Jan-2025,ROLLT,Rollatainers Limited,Capital Goods,2.18,Overvalued,0-0,0.00,0,55,Micro Cap,Buy Trend,Poor Financials,Weak Momentum,-1.12,92.42,0.00,0(10),0%,4(10),40%,0,0,0,0,0
20250112,12-Jan-2025,ROML,Raj Oil Mills Limited,Fast Moving Consumer Goods,53.21,Overvalued,0-0,54.99,0,80,Micro Cap,Buy Trend,Poor Financials,Weak Momentum,-4.48,0.68,0.00,2(10),20%,3(8),38%,0,0,0,0,0
20250112,12-Jan-2025,ROSSARI,Rossari Biotech Limited,Chemicals,819.6,Overvalued,0-0,32.94,0,4571,Micro Cap,Buy Trend,Good Financials,Weak Momentum,0.10,2.38,0.00,6(10),60%,4(10),40%,0,0,0,0,0
20250112,12-Jan-2025,ROSSELLIND,Rossell India Limited,Capital Goods,71.19,Fairly Valued,0-0,14.37,0,270,Micro Cap,Sell Trend,Moderate Financials,Strong Momentum,0.65,0.83,0.00,5(10),50%,6(10),60%,0,0,0,0,0
20250112,12-Jan-2025,ROSSTECH,Rossell Techsys Limited,Capital Goods,455.95,Overvalued,0-0,0.00,0,1715,Micro Cap,Sell Trend,Poor Financials,New Listing,0.00,,0.00,-1(7),-14%,New Listing),09 Dec 24,0,0,0,0,0
20250112,12-Jan-2025,ROTO,Roto Pumps Limited,Capital Goods,280.65,Overvalued,0-0,48.89,0,1753,Micro Cap,Sell Trend,Good Financials,Good Momentum,0.18,6.24,0.00,7(10),70%,5(10),50%,0,0,0,0,0
20250112,12-Jan-2025,ROUTE,ROUTE MOBILE LIMITED,Telecommunication,1323.25,Fairly Valued,0-0,22.29,0,8327,Small Cap,Sell Trend,Great Financials,Weak Momentum,0.16,1.96,0.00,8(10),80%,3(10),30%,0,0,0,0,0
20250112,12-Jan-2025,RPEL,Raghav Productivity Enhancers Limited,Capital Goods,695.65,Overvalued,0-0,103.12,0,3188,Micro Cap,Sell Trend,Good Financials,New Listing,0.06,19.42,0.00,6(10),60%,New Listing),08 Aug 24,0,0,0,0,0
20250112,12-Jan-2025,RPGLIFE,RPG Life Sciences Limited,Healthcare,2112.25,Overvalued,0-0,49.46,0,3495,Micro Cap,Sell Trend,Great Financials,Strong Momentum,0.00,5.65,0.00,10(10),100%,6(10),60%,0,0,0,0,0
20250112,12-Jan-2025,RPOWER,Reliance Power Limited,Power,38.98,Overvalued,0-0,12.57,0,15658,Small Cap,Sell Trend,Moderate Financials,Strong Momentum,1.62,2.03,0.00,4(10),40%,8(10),80%,0,0,0,0,0
20250112,12-Jan-2025,RPPINFRA,R.P.P. Infra Projects Limited,Construction,176.23,Undervalued,0-0,13.64,0,880,Micro Cap,Sell Trend,Good Financials,Strong Momentum,0.10,0.60,28.52,7(10),70%,6(10),60%,0,0,0,0,0
20250112,12-Jan-2025,RPPL,Rajshree Polypack Limited,Capital Goods,34.48,Undervalued,0-0,25.71,0,253,Micro Cap,Sell Trend,Moderate Financials,Weak Momentum,0.48,0.84,0.00,5(10),50%,4(10),40%,0,0,0,0,0
20250112,12-Jan-2025,RPSGVENT,RPSG VENTURES LIMITED,Services,1043.7,Fairly Valued,0-0,0.00,0,3446,Micro Cap,Sell Trend,Poor Financials,Good Momentum,1.24,0.40,0.00,1(10),10%,5(10),50%,0,0,0,0,0
20250112,12-Jan-2025,RPTECH,Rashi Peripherals Limited,Information Technology,364,Undervalued,0-0,12.59,0,2392,Micro Cap,Sell Trend,Moderate Financials,New Listing,0.44,0.18,0.00,5(10),50%,New Listing),14 Feb 24,0,0,0,0,0
20250112,12-Jan-2025,RRKABEL,R R Kabel Limited,Capital Goods,1360.6,Fairly Valued,0-0,58.43,0,15403,Small Cap,Sell Trend,Great Financials,Weak Momentum,0.16,2.20,0.00,8(10),80%,1(4),25%,0,0,0,0,0
20250112,12-Jan-2025,RSSOFTWARE,R. S. Software (India) Limited,Information Technology,195.46,Undervalued,0-0,21.11,0,512,Micro Cap,Sell Trend,Good Financials,Strong Momentum,0.00,6.96,0.00,6(10),60%,7(10),70%,0,0,0,0,0
20250112,12-Jan-2025,RSWM,RSWM Limited,Textiles,176.11,Fairly Valued,0-0,0.00,0,829,Micro Cap,Sell Trend,Poor Financials,Weak Momentum,1.45,0.18,0.00,1(10),10%,3(10),30%,0,0,0,0,0
20250112,12-Jan-2025,RSYSTEMS,R Systems International Limited,Information Technology,472.5,Overvalued,0-0,40.77,0,5628,Small Cap,Sell Trend,Great Financials,Weak Momentum,0.09,3.29,0.00,8(10),80%,3(10),30%,0,0,0,0,0
20250112,12-Jan-2025,RTNINDIA,RattanIndia Enterprises Limited,Services,57.75,Undervalued,0-0,11.14,0,7984,Small Cap,Sell Trend,Poor Financials,Weak Momentum,1.38,1.10,8.59,2(10),20%,3(10),30%,0,0,0,0,0
20250112,12-Jan-2025,RTNPOWER,RattanIndia Power Limited,Power,12.01,Overvalued,0-0,0.63,0,6449,Small Cap,Sell Trend,Moderate Financials,Weak Momentum,0.81,1.93,88.65,4(10),40%,4(10),40%,0,0,0,0,0
20250112,12-Jan-2025,RUBFILA,Rubfila International Limited,Capital Goods,76.27,Fairly Valued,0-0,17.92,0,414,Micro Cap,Sell Trend,Moderate Financials,New Listing,0.00,0.83,0.00,4(10),40%,New Listing),08 Aug 24,0,0,0,0,0
20250112,12-Jan-2025,RUBYMILLS,The Ruby Mills Limited,Textiles,230.55,Overvalued,0-0,19.81,0,770,Micro Cap,Sell Trend,Moderate Financials,Weak Momentum,0.35,3.37,0.00,5(10),50%,3(10),30%,0,0,0,0,0
20250112,12-Jan-2025,RUCHINFRA,Ruchi Infrastructure Limited,Services,10.88,Overvalued,0-0,146.63,0,255,Micro Cap,Sell Trend,Poor Financials,Weak Momentum,0.50,4.09,0.00,0(10),0%,4(10),40%,0,0,0,0,0
20250112,12-Jan-2025,RUCHIRA,Ruchira Papers Limited,Forest Materials,123.92,Overvalued,0-0,7.50,0,370,Micro Cap,Sell Trend,Good Financials,Weak Momentum,0.11,0.57,0.00,6(10),60%,3(10),30%,0,0,0,0,0
20250112,12-Jan-2025,RUPA,Rupa & Company Limited,Textiles,237.59,Fairly Valued,0-0,25.54,0,1888,Micro Cap,Sell Trend,Moderate Financials,Weak Momentum,0.23,1.55,0.00,4(10),40%,3(10),30%,0,0,0,0,0
20250112,12-Jan-2025,RUSHIL,Rushil Decor Limited,Consumer Durables,31.09,Overvalued,0-0,19.40,0,859,Micro Cap,Sell Trend,Good Financials,Weak Momentum,0.60,0.96,0.00,6(10),60%,3(10),30%,0,0,0,0,0
20250112,12-Jan-2025,RUSTOMJEE,Keystone Realtors Limited,Realty,663.55,Fairly Valued,0-0,54.89,0,8398,Small Cap,Sell Trend,Moderate Financials,Strong Momentum,0.61,3.67,0.00,5(10),50%,5(7),71%,0,0,0,0,0
20250112,12-Jan-2025,RVHL,Ravinder Heights Limited,Realty,68.48,Overvalued,0-0,0.00,0,444,Micro Cap,Buy Trend,Poor Financials,Strong Momentum,0.00,740.82,0.00,0(10),0%,6(10),60%,0,0,0,0,0
20250112,12-Jan-2025,RVNL,Rail Vikas Nigam Limited,Construction,393.3,Overvalued,0-0,60.84,0,82004,Mid Cap,Sell Trend,Good Financials,Strong Momentum,0.69,4.03,0.00,6(10),60%,7(10),70%,0,0,0,0,0
20250112,12-Jan-2025,RVTH,Revathi Equipment India Limited,Capital Goods,2000.8,Fairly Valued,0-0,20.08,0,624,Micro Cap,Sell Trend,Moderate Financials,New Listing,0.30,2.93,0.00,4(10),40%,New Listing),11 Sep 24,0,0,0,0,0
20250112,12-Jan-2025,SABEVENTS,Sab Events & Governance Now Media Limited,"Media, Entertainment & Publication",14.27,Overvalued,0-0,0.00,0,16,Micro Cap,Sell Trend,Poor Financials,Strong Momentum,-1.59,8.45,40.52,0(10),0%,6(10),60%,0,0,0,0,0
20250112,12-Jan-2025,SABTNL,Sri Adhikari Brothers Television Network Limited,"Media, Entertainment & Publication",1043.25,Overvalued,0-0,0.00,0,2621,Micro Cap,Sell Trend,Poor Financials,New Listing,4.82,511.87,0.35,-1(10),-10%,New Listing),02 Apr 24,0,0,0,0,0
20250112,12-Jan-2025,SADBHAV,Sadbhav Engineering Limited,Construction,22.82,Overvalued,0-0,0.00,0,393,Micro Cap,Sell Trend,Poor Financials,Good Momentum,-32.95,0.31,50.91,1(10),10%,5(10),50%,0,0,0,0,0
20250112,12-Jan-2025,SADBHIN,Sadbhav Infrastructure Project Limited,Construction,5.88,Overvalued,0-0,0.00,0,209,Micro Cap,Sell Trend,Poor Financials,Weak Momentum,-6.51,0.29,71.91,1(10),10%,4(10),40%,0,0,0,0,0
20250112,12-Jan-2025,SADHNANIQ,Sadhana Nitrochem Limited,Chemicals,38.49,Overvalued,0-0,544.73,0,1269,Micro Cap,Sell Trend,Moderate Financials,Weak Momentum,1.01,6.77,24.44,4(10),40%,1(6),17%,0,0,0,0,0
20250112,12-Jan-2025,SAFARI,Safari Industries (India) Limited,Consumer Durables,2500.7,Overvalued,0-0,76.29,0,12220,Small Cap,Sell Trend,Great Financials,Strong Momentum,0.05,7.35,0.00,8(10),80%,8(10),80%,0,0,0,0,0
20250112,12-Jan-2025,SAGARDEEP,Sagardeep Alloys Limited,Capital Goods,27,Undervalued,0-0,47.28,0,46,Micro Cap,Buy Trend,Moderate Financials,Weak Momentum,0.43,0.38,0.00,5(10),50%,3(10),30%,0,0,0,0,0
20250112,12-Jan-2025,SAGCEM,Sagar Cements Limited,Construction Materials,219.12,Overvalued,0-0,0.00,0,2855,Micro Cap,Sell Trend,Poor Financials,Good Momentum,0.74,1.18,79.89,1(10),10%,5(10),50%,0,0,0,0,0
20250112,12-Jan-2025,SAGILITY,Sagility India Limited,Information Technology,49.74,Fairly Valued,0-0,101.27,0,23116,Small Cap,Buy Trend,Moderate Financials,New Listing,0.30,4.86,0.00,5(10),50%,New Listing),12 Nov 24,0,0,0,0,0
20250112,12-Jan-2025,SAH,Sah Polymers Limited,Capital Goods,85.81,Fairly Valued,0-0,318.87,0,230,Micro Cap,Sell Trend,Moderate Financials,Weak Momentum,0.36,1.89,0.00,5(10),50%,3(7),43%,0,0,0,0,0
20250112,12-Jan-2025,SAHYADRI,Sahyadri Industries Limited,Construction Materials,305.4,Overvalued,0-0,15.25,0,334,Micro Cap,Sell Trend,Moderate Financials,Weak Momentum,0.32,0.55,0.00,4(10),40%,1(6),17%,0,0,0,0,0
20250112,12-Jan-2025,SAIL,Steel Authority of India Limited,Metals & Mining,106.03,Overvalued,0-0,17.32,0,43784,Mid Cap,Sell Trend,Moderate Financials,Strong Momentum,0.64,0.44,0.00,4(10),40%,6(10),60%,0,0,0,0,0
20250112,12-Jan-2025,SAILIFE,Sai Life Sciences Limited,Healthcare,719.65,Overvalued,0-0,180.65,0,14960,Small Cap,Sell Trend,Moderate Financials,New Listing,0.74,10.21,0.00,4(10),40%,New Listing),18 Dec 24,0,0,0,0,0
20250112,12-Jan-2025,SAKAR,Sakar Healthcare Limited,Healthcare,294.55,Fairly Valued,0-0,52.13,0,647,Micro Cap,Sell Trend,Moderate Financials,Strong Momentum,0.31,3.94,0.00,5(10),50%,6(10),60%,0,0,0,0,0
20250112,12-Jan-2025,SAKHTISUG,Sakthi Sugars Limited,Fast Moving Consumer Goods,27.7,Overvalued,0-0,3.98,0,329,Micro Cap,Sell Trend,Poor Financials,Strong Momentum,6.55,0.36,81.91,1(10),10%,6(10),60%,0,0,0,0,0
